DemandRegion,Product,ShipmentSize,ServiceLevel,Period,DemandBundle,AmountDemanded,SolverInclude
ST_32257_FD_KY_Cub Run_42729,FD,Outbound,FDS_SVC,Peak_2021,ST_32257_FD_KY_Cub Run_42729,903,Yes
ST_32258_FD_CA_Modesto_95354,FD,Outbound,FDS_SVC,Peak_2021,ST_32258_FD_CA_Modesto_95354,746,Yes
ST_32259_FD_NV_Las Vegas_89107-1101,FD,Outbound,FDS_SVC,Peak_2021,ST_32259_FD_NV_Las Vegas_89107-1101,1142,Yes
ST_3225_DT_MI_Ludington_49431-9682,DT,Outbound,DTR_SVC,Peak_2021,ST_3225_DT_MI_Ludington_49431-9682,1841,Yes
ST_32260_FD_IN_Gary_46407,FD,Outbound,FDS_SVC,Peak_2021,ST_32260_FD_IN_Gary_46407,1130,Yes
ST_32261_FD_WV_Lorado_25630,FD,Outbound,FDS_SVC,Peak_2021,ST_32261_FD_WV_Lorado_25630,547,Yes
ST_32262_FD_GA_Hull_30646,FD,Outbound,FDS_SVC,Peak_2021,ST_32262_FD_GA_Hull_30646,678,Yes
ST_32263_FD_UT_Helper_84526,FD,Outbound,FDS_SVC,Peak_2021,ST_32263_FD_UT_Helper_84526,492,Yes
ST_32264_FD_CA_Bishop_93514,FD,Outbound,FDS_SVC,Peak_2021,ST_32264_FD_CA_Bishop_93514,1817,Yes
ST_32265_FD_TX_Haltom City_76117,FD,Outbound,FDS_SVC,Peak_2021,ST_32265_FD_TX_Haltom City_76117,553,Yes
ST_32266_FD_MT_Deer Lodge_59722,FD,Outbound,FDS_SVC,Peak_2021,ST_32266_FD_MT_Deer Lodge_59722,940,Yes
ST_32267_FD_FL_Pensacola_32514,FD,Outbound,FDS_SVC,Peak_2021,ST_32267_FD_FL_Pensacola_32514,668,Yes
ST_32268_FD_CA_Fairfield_94533,FD,Outbound,FDS_SVC,Peak_2021,ST_32268_FD_CA_Fairfield_94533,701,Yes
ST_32269_FD_MI_Kalamazoo_49048,FD,Outbound,FDS_SVC,Peak_2021,ST_32269_FD_MI_Kalamazoo_49048,1272,Yes
ST_3226_DT_ND_Bismarck_58503-0940,DT,Outbound,DTR_SVC,Peak_2021,ST_3226_DT_ND_Bismarck_58503-0940,1922,Yes
ST_32270_FD_LA_Gonzales_70737,FD,Outbound,FDS_SVC,Peak_2021,ST_32270_FD_LA_Gonzales_70737,1422,Yes
ST_32272_FD_NY_Buffalo_14206,FD,Outbound,FDS_SVC,Peak_2021,ST_32272_FD_NY_Buffalo_14206,879,Yes
ST_32273_FD_TX_Houston_77035,FD,Outbound,FDS_SVC,Peak_2021,ST_32273_FD_TX_Houston_77035,1127,Yes
ST_32274_FD_NY_Buffalo_14211,FD,Outbound,FDS_SVC,Peak_2021,ST_32274_FD_NY_Buffalo_14211,1299,Yes
ST_32275_FD_VA_Norfolk_23504,FD,Outbound,FDS_SVC,Peak_2021,ST_32275_FD_VA_Norfolk_23504,1793,Yes
ST_32277_FD_TX_Conroe_77303,FD,Outbound,FDS_SVC,Peak_2021,ST_32277_FD_TX_Conroe_77303,590,Yes
ST_32278_FD_TX_Needville_77461,FD,Outbound,FDS_SVC,Peak_2021,ST_32278_FD_TX_Needville_77461,465,Yes
ST_32279_FD_IL_Chicago_60617,FD,Outbound,FDS_SVC,Peak_2021,ST_32279_FD_IL_Chicago_60617,992,Yes
ST_3227_DT_MI_Ionia_48846-9816,DT,Outbound,DTR_SVC,Peak_2021,ST_3227_DT_MI_Ionia_48846-9816,1448,Yes
ST_32280_FD_NC_Hendersonville_28791-2157,FD,Outbound,FDS_SVC,Peak_2021,ST_32280_FD_NC_Hendersonville_28791-2157,376,Yes
ST_32281_FD_DE_Wilmington_19804,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_32281_FD_DE_Wilmington_19804,154,Yes
ST_32281_FD_DE_Wilmington_19804,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_32281_FD_DE_Wilmington_19804,487,Yes
ST_32282_FD_NY_Jordan_13080,FD,Outbound,FDS_SVC,Peak_2021,ST_32282_FD_NY_Jordan_13080,563,Yes
ST_32283_FD_TX_Katy_77449,FD,Outbound,FDS_SVC,Peak_2021,ST_32283_FD_TX_Katy_77449,796,Yes
ST_32284_FD_TX_San Antonio_78221,FD,Outbound,FDS_SVC,Peak_2021,ST_32284_FD_TX_San Antonio_78221,1170,Yes
ST_32285_FD_TX_Odessa_79762,FD,Outbound,FDS_SVC,Peak_2021,ST_32285_FD_TX_Odessa_79762,638,Yes
ST_32286_FD_CT_New London_6320,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_32286_FD_CT_New London_6320,254,Yes
ST_32286_FD_CT_New London_6320,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_32286_FD_CT_New London_6320,779,Yes
ST_32287_FD_OH_Bethel_45106,FD,Outbound,FDS_SVC,Peak_2021,ST_32287_FD_OH_Bethel_45106,2677,Yes
ST_32288_FD_TX_Kyle_78640,FD,Outbound,FDS_SVC,Peak_2021,ST_32288_FD_TX_Kyle_78640,631,Yes
ST_32289_FD_SC_Anderson_29625,FD,Outbound,FDS_SVC,Peak_2021,ST_32289_FD_SC_Anderson_29625,600,Yes
ST_3228_DT_NY_Valley Cottage_10989-1925,DT_Bulk_HV,Outbound,DTR_SVC,Peak_2021,ST_3228_DT_NY_Valley Cottage_10989-1925,780,Yes
ST_3228_DT_NY_Valley Cottage_10989-1925,DT_Bulk_Non-HV,Outbound,DTR_SVC,Peak_2021,ST_3228_DT_NY_Valley Cottage_10989-1925,1760,Yes
ST_32290_FD_WV_West Liberty_26074,FD,Outbound,FDS_SVC,Peak_2021,ST_32290_FD_WV_West Liberty_26074,534,Yes
ST_32291_FD_MS_Goodman_39079,FD,Outbound,FDS_SVC,Peak_2021,ST_32291_FD_MS_Goodman_39079,913,Yes
ST_32292_FD_NY_Brooklyn_11221,FD,Outbound,FDS_SVC,Peak_2021,ST_32292_FD_NY_Brooklyn_11221,2232,Yes
ST_32293_FD_KY_Viper_41774,FD,Outbound,FDS_SVC,Peak_2021,ST_32293_FD_KY_Viper_41774,1122,Yes
ST_32294_FD_MS_Jackson_39211,FD,Outbound,FDS_SVC,Peak_2021,ST_32294_FD_MS_Jackson_39211,1142,Yes
ST_32295_FD_TX_Belton_76513,FD,Outbound,FDS_SVC,Peak_2021,ST_32295_FD_TX_Belton_76513,857,Yes
ST_32296_FD_NY_Howard Beach_11414,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_32296_FD_NY_Howard Beach_11414,512,Yes
ST_32296_FD_NY_Howard Beach_11414,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_32296_FD_NY_Howard Beach_11414,1495,Yes
ST_32297_FD_MI_Detroit_48238,FD,Outbound,FDS_SVC,Peak_2021,ST_32297_FD_MI_Detroit_48238,1852,Yes
ST_32298_FD_MI_Dearborn Heights_48186,FD,Outbound,FDS_SVC,Peak_2021,ST_32298_FD_MI_Dearborn Heights_48186,1135,Yes
ST_32299_FD_CA_Mecca_92254-6515,FD,Outbound,FDS_SVC,Peak_2021,ST_32299_FD_CA_Mecca_92254-6515,1618,Yes
ST_3229_DT_AZ_Tucson_85706-7640,DT,Outbound,DTR_SVC,Peak_2021,ST_3229_DT_AZ_Tucson_85706-7640,2494,Yes
ST_322_DT_AL_Florence_35630-2749,DT,Outbound,DTR_SVC,Peak_2021,ST_322_DT_AL_Florence_35630-2749,1370,Yes
ST_32300_FD_OH_Cincinnati_45211,FD,Outbound,FDS_SVC,Peak_2021,ST_32300_FD_OH_Cincinnati_45211,1453,Yes
ST_32301_FD_AZ_Phoenix_75016,FD,Outbound,FDS_SVC,Peak_2021,ST_32301_FD_AZ_Phoenix_75016,1061,Yes
ST_32302_FD_TX_Arlington_76010,FD,Outbound,FDS_SVC,Peak_2021,ST_32302_FD_TX_Arlington_76010,1050,Yes
ST_32303_FD_IA_Cedar Rapids_52402,FD,Outbound,FDS_SVC,Peak_2021,ST_32303_FD_IA_Cedar Rapids_52402,871,Yes
ST_32304_FD_CA_Atwater_95301-2906,FD,Outbound,FDS_SVC,Peak_2021,ST_32304_FD_CA_Atwater_95301-2906,694,Yes
ST_32305_FD_CA_Long Beach_90805,FD,Outbound,FDS_SVC,Peak_2021,ST_32305_FD_CA_Long Beach_90805,1931,Yes
ST_32306_FD_WI_Fennimore_53809,FD,Outbound,FDS_SVC,Peak_2021,ST_32306_FD_WI_Fennimore_53809,705,Yes
ST_32307_FD_FL_Orlando_32811,FD,Outbound,FDS_SVC,Peak_2021,ST_32307_FD_FL_Orlando_32811,1362,Yes
ST_32308_FD_GA_Snellville_30039,FD,Outbound,FDS_SVC,Peak_2021,ST_32308_FD_GA_Snellville_30039,770,Yes
ST_32309_FD_SC_Columbia_29209,FD,Outbound,FDS_SVC,Peak_2021,ST_32309_FD_SC_Columbia_29209,1173,Yes
ST_3230_DT_TX_Austin_78759-5265,DT,Outbound,DTR_SVC,Peak_2021,ST_3230_DT_TX_Austin_78759-5265,1686,Yes
ST_32310_FD_NY_Rochester_14606-5206,FD,Outbound,FDS_SVC,Peak_2021,ST_32310_FD_NY_Rochester_14606-5206,928,Yes
ST_32312_FD_AL_Birmingham_35235,FD,Outbound,FDS_SVC,Peak_2021,ST_32312_FD_AL_Birmingham_35235,1105,Yes
ST_32313_FD_AZ_Arizona City_85123,FD,Outbound,FDS_SVC,Peak_2021,ST_32313_FD_AZ_Arizona City_85123,1433,Yes
ST_32314_FD_AZ_Tucson_85714,FD,Outbound,FDS_SVC,Peak_2021,ST_32314_FD_AZ_Tucson_85714,977,Yes
ST_32315_FD_SC_Spartanburg_29307,FD,Outbound,FDS_SVC,Peak_2021,ST_32315_FD_SC_Spartanburg_29307,754,Yes
ST_32318_FD_OK_Moore_73160,FD,Outbound,FDS_SVC,Peak_2021,ST_32318_FD_OK_Moore_73160,104,Yes
ST_32319_FD_FL_Jacksonville_32217,FD,Outbound,FDS_SVC,Peak_2021,ST_32319_FD_FL_Jacksonville_32217,563,Yes
ST_3231_DT_NM_Grants_87020-9629,DT,Outbound,DTR_SVC,Peak_2021,ST_3231_DT_NM_Grants_87020-9629,1585,Yes
ST_32321_FD_CA_Dos Palos_93620,FD,Outbound,FDS_SVC,Peak_2021,ST_32321_FD_CA_Dos Palos_93620,1358,Yes
ST_32325_FD_IN_Indianapolis_46224,FD,Outbound,FDS_SVC,Peak_2021,ST_32325_FD_IN_Indianapolis_46224,1137,Yes
ST_32326_FD_TX_Fort Worth_76119,FD,Outbound,FDS_SVC,Peak_2021,ST_32326_FD_TX_Fort Worth_76119,1870,Yes
ST_32327_FD_TX_Brownsville_78520,FD,Outbound,FDS_SVC,Peak_2021,ST_32327_FD_TX_Brownsville_78520,712,Yes
ST_32328_FD_MS_Ridgeland_39157,FD,Outbound,FDS_SVC,Peak_2021,ST_32328_FD_MS_Ridgeland_39157,1022,Yes
ST_32329_FD_FL_Orlando_32812-5233,FD,Outbound,FDS_SVC,Peak_2021,ST_32329_FD_FL_Orlando_32812-5233,933,Yes
ST_3232_DT_MD_Oakland_21550-1127,DT,Outbound,DTR_SVC,Peak_2021,ST_3232_DT_MD_Oakland_21550-1127,1631,Yes
ST_32330_FD_OK_Bethany_73008,FD,Outbound,FDS_SVC,Peak_2021,ST_32330_FD_OK_Bethany_73008,598,Yes
ST_32331_FD_FL_Miami_33147,FD,Outbound,FDS_SVC,Peak_2021,ST_32331_FD_FL_Miami_33147,771,Yes
ST_32332_FD_MD_Baltimore_21215,FD,Outbound,FDS_SVC,Peak_2021,ST_32332_FD_MD_Baltimore_21215,1703,Yes
ST_32333_FD_MT_Ronan_59865-3005,FD,Outbound,FDS_SVC,Peak_2021,ST_32333_FD_MT_Ronan_59865-3005,1261,Yes
ST_32334_FD_MS_Greenville_38701,FD,Outbound,FDS_SVC,Peak_2021,ST_32334_FD_MS_Greenville_38701,4419,Yes
ST_32335_FD_IL_Chicago_60618,FD,Outbound,FDS_SVC,Peak_2021,ST_32335_FD_IL_Chicago_60618,1206,Yes
ST_32336_FD_TX_Alvin_77511,FD,Outbound,FDS_SVC,Peak_2021,ST_32336_FD_TX_Alvin_77511,759,Yes
ST_32337_FD_TX_Midland_79706,FD,Outbound,FDS_SVC,Peak_2021,ST_32337_FD_TX_Midland_79706,1107,Yes
ST_32338_FD_MO_Florissant_63031,FD,Outbound,FDS_SVC,Peak_2021,ST_32338_FD_MO_Florissant_63031,954,Yes
ST_32339_FD_MI_Southgate_48195,FD,Outbound,FDS_SVC,Peak_2021,ST_32339_FD_MI_Southgate_48195,921,Yes
ST_3233_DT_MN_Rochester_55904-3862,DT,Outbound,DTR_SVC,Peak_2021,ST_3233_DT_MN_Rochester_55904-3862,3081,Yes
ST_32341_FD_NC_Greensboro_27410,FD,Outbound,FDS_SVC,Peak_2021,ST_32341_FD_NC_Greensboro_27410,762,Yes
ST_32342_FD_OK_Del City_73115,FD,Outbound,FDS_SVC,Peak_2021,ST_32342_FD_OK_Del City_73115,1708,Yes
ST_32343_FD_FL_Miami_33157,FD,Outbound,FDS_SVC,Peak_2021,ST_32343_FD_FL_Miami_33157,1013,Yes
ST_32344_FD_VA_Richmond_23224,FD,Outbound,FDS_SVC,Peak_2021,ST_32344_FD_VA_Richmond_23224,1545,Yes
ST_32345_FD_IL_Park City_60085,FD,Outbound,FDS_SVC,Peak_2021,ST_32345_FD_IL_Park City_60085,758,Yes
ST_32346_FD_LA_Bossier City_71112,FD,Outbound,FDS_SVC,Peak_2021,ST_32346_FD_LA_Bossier City_71112,1093,Yes
ST_32348_FD_TX_Hemphill_75948-3831,FD,Outbound,FDS_SVC,Peak_2021,ST_32348_FD_TX_Hemphill_75948-3831,645,Yes
ST_32349_FD_LA_Lafayette_70506,FD,Outbound,FDS_SVC,Peak_2021,ST_32349_FD_LA_Lafayette_70506,517,Yes
ST_3234_DT_MA_Plymouth_02360-4685,DT,Outbound,DTR_SVC,Peak_2021,ST_3234_DT_MA_Plymouth_02360-4685,1776,Yes
ST_32350_FD_TX_Greenville_75401,FD,Outbound,FDS_SVC,Peak_2021,ST_32350_FD_TX_Greenville_75401,2597,Yes
ST_32351_FD_NJ_Atlantic City_8401,FD,Outbound,FDS_SVC,Peak_2021,ST_32351_FD_NJ_Atlantic City_8401,1155,Yes
ST_32353_FD_TX_Orange_77632-4630,FD,Outbound,FDS_SVC,Peak_2021,ST_32353_FD_TX_Orange_77632-4630,500,Yes
ST_32354_FD_LA_Gretna_70056,FD,Outbound,FDS_SVC,Peak_2021,ST_32354_FD_LA_Gretna_70056,685,Yes
ST_32355_FD_OH_Warrensville Heights_44128,FD,Outbound,FDS_SVC,Peak_2021,ST_32355_FD_OH_Warrensville Heights_44128,917,Yes
ST_32356_FD_AL_Montgomery_36109,FD,Outbound,FDS_SVC,Peak_2021,ST_32356_FD_AL_Montgomery_36109,884,Yes
ST_32357_FD_KY_Livingston_40456,FD,Outbound,FDS_SVC,Peak_2021,ST_32357_FD_KY_Livingston_40456,836,Yes
ST_32358_FD_TX_Lubbock_79413,FD,Outbound,FDS_SVC,Peak_2021,ST_32358_FD_TX_Lubbock_79413,550,Yes
ST_32359_FD_NC_Fairmont_28340-6461,FD,Outbound,FDS_SVC,Peak_2021,ST_32359_FD_NC_Fairmont_28340-6461,891,Yes
ST_3235_DT_CT_Middletown_06457-4555,DT,Outbound,DTR_SVC,Peak_2021,ST_3235_DT_CT_Middletown_06457-4555,2744,Yes
ST_32360_FD_WV_Barboursville_25504,FD,Outbound,FDS_SVC,Peak_2021,ST_32360_FD_WV_Barboursville_25504,492,Yes
ST_32361_FD_FL_Tamarac_33321-4608,FD,Outbound,FDS_SVC,Peak_2021,ST_32361_FD_FL_Tamarac_33321-4608,751,Yes
ST_32362_FD_CT_Derby_6418,FD,Outbound,FDS_SVC,Peak_2021,ST_32362_FD_CT_Derby_6418,968,Yes
ST_32363_FD_CO_Colorado Springs_80917,FD,Outbound,FDS_SVC,Peak_2021,ST_32363_FD_CO_Colorado Springs_80917,712,Yes
ST_32364_FD_NC_Walkertown_27051,FD,Outbound,FDS_SVC,Peak_2021,ST_32364_FD_NC_Walkertown_27051,1123,Yes
ST_32365_FD_TX_Edna_77957,FD,Outbound,FDS_SVC,Peak_2021,ST_32365_FD_TX_Edna_77957,973,Yes
ST_32366_FD_MI_Detroit_48207,FD,Outbound,FDS_SVC,Peak_2021,ST_32366_FD_MI_Detroit_48207,1251,Yes
ST_32367_FD_KY_Louisville_40272,FD,Outbound,FDS_SVC,Peak_2021,ST_32367_FD_KY_Louisville_40272,835,Yes
ST_32368_FD_NM_Chapparal_88081,FD,Outbound,FDS_SVC,Peak_2021,ST_32368_FD_NM_Chapparal_88081,969,Yes
ST_32369_FD_TX_Cleveland_77327,FD,Outbound,FDS_SVC,Peak_2021,ST_32369_FD_TX_Cleveland_77327,553,Yes
ST_3236_DT_WA_Oak Harbor_98277-2606,DT,Outbound,DTR_SVC,Peak_2021,ST_3236_DT_WA_Oak Harbor_98277-2606,3651,Yes
ST_32370_FD_TX_Lockhart_78644,FD,Outbound,FDS_SVC,Peak_2021,ST_32370_FD_TX_Lockhart_78644,2870,Yes
ST_32371_FD_TX_Beaumont_77703,FD,Outbound,FDS_SVC,Peak_2021,ST_32371_FD_TX_Beaumont_77703,2258,Yes
ST_32372_FD_FL_Jacksonville_32210,FD,Outbound,FDS_SVC,Peak_2021,ST_32372_FD_FL_Jacksonville_32210,1388,Yes
ST_32374_FD_MT_Butte_59701,FD,Outbound,FDS_SVC,Peak_2021,ST_32374_FD_MT_Butte_59701,1432,Yes
ST_32375_FD_SD_Sioux Falls_57105,FD,Outbound,FDS_SVC,Peak_2021,ST_32375_FD_SD_Sioux Falls_57105,887,Yes
ST_32376_FD_MA_Brockton_2301,FD,Outbound,FDS_SVC,Peak_2021,ST_32376_FD_MA_Brockton_2301,556,Yes
ST_32377_FD_IL_Matteson_60443,FD,Outbound,FDS_SVC,Peak_2021,ST_32377_FD_IL_Matteson_60443,1157,Yes
ST_32378_FD_IA_Des Moines_50314,FD,Outbound,FDS_SVC,Peak_2021,ST_32378_FD_IA_Des Moines_50314,2640,Yes
ST_3237_DT_MN_Mankato_56001-7114,DT,Outbound,DTR_SVC,Peak_2021,ST_3237_DT_MN_Mankato_56001-7114,2586,Yes
ST_32381_FD_KY_Grayson_41143,FD,Outbound,FDS_SVC,Peak_2021,ST_32381_FD_KY_Grayson_41143,1319,Yes
ST_32382_FD_TN_White Pine_37890,FD,Outbound,FDS_SVC,Peak_2021,ST_32382_FD_TN_White Pine_37890,107,Yes
ST_32383_FD_SC_Vance_29163,FD,Outbound,FDS_SVC,Peak_2021,ST_32383_FD_SC_Vance_29163,677,Yes
ST_32385_FD_NM_Cubero_87014,FD,Outbound,FDS_SVC,Peak_2021,ST_32385_FD_NM_Cubero_87014,917,Yes
ST_32386_FD_LA_Branch_70516,FD,Outbound,FDS_SVC,Peak_2021,ST_32386_FD_LA_Branch_70516,2127,Yes
ST_32389_FD_TX_Bryan_77803,FD,Outbound,FDS_SVC,Peak_2021,ST_32389_FD_TX_Bryan_77803,1107,Yes
ST_3238_DT_CA_Campbell_95008-4801,DT,Outbound,DTR_SVC,Peak_2021,ST_3238_DT_CA_Campbell_95008-4801,1855,Yes
ST_32391_FD_VA_Chesapeake_23321,FD,Outbound,FDS_SVC,Peak_2021,ST_32391_FD_VA_Chesapeake_23321,1661,Yes
ST_32395_FD_NM_Hobbs_88240,FD,Outbound,FDS_SVC,Peak_2021,ST_32395_FD_NM_Hobbs_88240,943,Yes
ST_32398_FD_OH_Lucasville_45648,FD,Outbound,FDS_SVC,Peak_2021,ST_32398_FD_OH_Lucasville_45648,2486,Yes
ST_32399_FD_TX_Midland_79705,FD,Outbound,FDS_SVC,Peak_2021,ST_32399_FD_TX_Midland_79705,1213,Yes
ST_3239_DT_MO_Lake Saint Louis_63367-2678,DT,Outbound,DTR_SVC,Peak_2021,ST_3239_DT_MO_Lake Saint Louis_63367-2678,2107,Yes
ST_323_DT_PA_Greensburg_15601-6444,DT,Outbound,DTR_SVC,Peak_2021,ST_323_DT_PA_Greensburg_15601-6444,1508,Yes
ST_32400_FD_OH_New Marshfield_45701,FD,Outbound,FDS_SVC,Peak_2021,ST_32400_FD_OH_New Marshfield_45701,2938,Yes
ST_32402_FD_TX_Odessa_79764,FD,Outbound,FDS_SVC,Peak_2021,ST_32402_FD_TX_Odessa_79764,1972,Yes
ST_32405_FD_LA_Pollock_71467,FD,Outbound,FDS_SVC,Peak_2021,ST_32405_FD_LA_Pollock_71467,1075,Yes
ST_32407_FD_TX_Rockport_78382,FD,Outbound,FDS_SVC,Peak_2021,ST_32407_FD_TX_Rockport_78382,1107,Yes
ST_32409_FD_TX_Wink_79789,FD,Outbound,FDS_SVC,Peak_2021,ST_32409_FD_TX_Wink_79789,1343,Yes
ST_3240_DT_AL_Enterprise_36330-2734,DT,Outbound,DTR_SVC,Peak_2021,ST_3240_DT_AL_Enterprise_36330-2734,2090,Yes
ST_32412_FD_IN_Indianapolis_46241,FD,Outbound,FDS_SVC,Peak_2021,ST_32412_FD_IN_Indianapolis_46241,898,Yes
ST_32413_FD_ND_Bismarck_58501-3556,FD,Outbound,FDS_SVC,Peak_2021,ST_32413_FD_ND_Bismarck_58501-3556,1129,Yes
ST_32414_FD_KY_Catlettsburg_41129,FD,Outbound,FDS_SVC,Peak_2021,ST_32414_FD_KY_Catlettsburg_41129,1111,Yes
ST_32416_FD_NJ_Passaic_7055,FD,Outbound,FDS_SVC,Peak_2021,ST_32416_FD_NJ_Passaic_7055,122,Yes
ST_32417_FD_PA_Edwardsville_18704,FD,Outbound,FDS_SVC,Peak_2021,ST_32417_FD_PA_Edwardsville_18704,743,Yes
ST_32418_FD_RI_Cranston_2910,FD,Outbound,FDS_SVC,Peak_2021,ST_32418_FD_RI_Cranston_2910,714,Yes
ST_32419_FD_MD_Clinton_20735,FD,Outbound,FDS_SVC,Peak_2021,ST_32419_FD_MD_Clinton_20735,1172,Yes
ST_3241_DT_CA_Yucca Valley_92284-5802,DT,Outbound,DTR_SVC,Peak_2021,ST_3241_DT_CA_Yucca Valley_92284-5802,1563,Yes
ST_32420_FD_CA_Bakersfield_93304,FD,Outbound,FDS_SVC,Peak_2021,ST_32420_FD_CA_Bakersfield_93304,1470,Yes
ST_32421_FD_RI_Warwick_2888,FD,Outbound,FDS_SVC,Peak_2021,ST_32421_FD_RI_Warwick_2888,757,Yes
ST_32422_FD_WI_Wausau_54403,FD,Outbound,FDS_SVC,Peak_2021,ST_32422_FD_WI_Wausau_54403,705,Yes
ST_32423_FD_NC_Candler_28715,FD,Outbound,FDS_SVC,Peak_2021,ST_32423_FD_NC_Candler_28715,1123,Yes
ST_32424_FD_TX_Lubbock_79413,FD,Outbound,FDS_SVC,Peak_2021,ST_32424_FD_TX_Lubbock_79413,650,Yes
ST_32427_FD_TX_Garland_75043,FD,Outbound,FDS_SVC,Peak_2021,ST_32427_FD_TX_Garland_75043,1107,Yes
ST_32428_FD_AL_Montgomery_36111-2203,FD,Outbound,FDS_SVC,Peak_2021,ST_32428_FD_AL_Montgomery_36111-2203,1082,Yes
ST_32429_FD_CA_Oroville_95965,FD,Outbound,FDS_SVC,Peak_2021,ST_32429_FD_CA_Oroville_95965,906,Yes
ST_3242_DT_WV_Fayetteville_25840-9539,DT,Outbound,DTR_SVC,Peak_2021,ST_3242_DT_WV_Fayetteville_25840-9539,1214,Yes
ST_32430_FD_MD_Upper Marlboro_20772-9124,FD,Outbound,FDS_SVC,Peak_2021,ST_32430_FD_MD_Upper Marlboro_20772-9124,4722,Yes
ST_32431_FD_FL_St Petersburg_33710,FD,Outbound,FDS_SVC,Peak_2021,ST_32431_FD_FL_St Petersburg_33710,834,Yes
ST_32432_FD_TX_Garland_75044,FD,Outbound,FDS_SVC,Peak_2021,ST_32432_FD_TX_Garland_75044,1921,Yes
ST_32433_FD_MT_Sidney_59270,FD,Outbound,FDS_SVC,Peak_2021,ST_32433_FD_MT_Sidney_59270,1329,Yes
ST_32435_FD_ND_Minot_58701-4667,FD,Outbound,FDS_SVC,Peak_2021,ST_32435_FD_ND_Minot_58701-4667,2038,Yes
ST_32436_FD_TX_Lakeside Village_76671,FD,Outbound,FDS_SVC,Peak_2021,ST_32436_FD_TX_Lakeside Village_76671,1107,Yes
ST_32437_FD_AZ_Phoenix_85017,FD,Outbound,FDS_SVC,Peak_2021,ST_32437_FD_AZ_Phoenix_85017,2335,Yes
ST_32438_FD_TX_Zapata_78076,FD,Outbound,FDS_SVC,Peak_2021,ST_32438_FD_TX_Zapata_78076,1107,Yes
ST_32439_FD_TX_Silsbee_77656,FD,Outbound,FDS_SVC,Peak_2021,ST_32439_FD_TX_Silsbee_77656,1107,Yes
ST_3243_DT_OH_Coshocton_43812-9276,DT,Outbound,DTR_SVC,Peak_2021,ST_3243_DT_OH_Coshocton_43812-9276,1624,Yes
ST_32440_FD_PA_Philadelphia_19149,FD,Outbound,FDS_SVC,Peak_2021,ST_32440_FD_PA_Philadelphia_19149,967,Yes
ST_32442_FD_MD_Middle River_21220,FD,Outbound,FDS_SVC,Peak_2021,ST_32442_FD_MD_Middle River_21220,943,Yes
ST_32447_FD_MT_Kalispell_59901-2813,FD,Outbound,FDS_SVC,Peak_2021,ST_32447_FD_MT_Kalispell_59901-2813,1329,Yes
ST_32449_FD_OH_Struthers_44471,FD,Outbound,FDS_SVC,Peak_2021,ST_32449_FD_OH_Struthers_44471,1453,Yes
ST_3244_DT_OR_Tigard_97223-3354,DT,Outbound,DTR_SVC,Peak_2021,ST_3244_DT_OR_Tigard_97223-3354,2128,Yes
ST_32450_FD_NC_Charlotte_28217,FD,Outbound,FDS_SVC,Peak_2021,ST_32450_FD_NC_Charlotte_28217,3065,Yes
ST_32452_FD_TX_Lufkin_75904,FD,Outbound,FDS_SVC,Peak_2021,ST_32452_FD_TX_Lufkin_75904,1107,Yes
ST_32454_FD_MD_Hyattsville_20782,FD,Outbound,FDS_SVC,Peak_2021,ST_32454_FD_MD_Hyattsville_20782,2992,Yes
ST_32456_FD_MI_Detroit_48219,FD,Outbound,FDS_SVC,Peak_2021,ST_32456_FD_MI_Detroit_48219,1447,Yes
ST_32457_FD_IL_Lansing_60438,FD,Outbound,FDS_SVC,Peak_2021,ST_32457_FD_IL_Lansing_60438,1609,Yes
ST_32459_FD_PA_Brodheadsville_18322,FD,Outbound,FDS_SVC,Peak_2021,ST_32459_FD_PA_Brodheadsville_18322,967,Yes
ST_32460_FD_CT_Waterbury_6704,FD,Outbound,FDS_SVC,Peak_2021,ST_32460_FD_CT_Waterbury_6704,904,Yes
ST_32467_FD_NY_Syracuse_13215,FD,Outbound,FDS_SVC,Peak_2021,ST_32467_FD_NY_Syracuse_13215,1470,Yes
ST_32468_FD_CA_Morro Bay_93442,FD,Outbound,FDS_SVC,Peak_2021,ST_32468_FD_CA_Morro Bay_93442,3362,Yes
ST_32469_FD_RI_Providence_2907,FD,Outbound,FDS_SVC,Peak_2021,ST_32469_FD_RI_Providence_2907,729,Yes
ST_3246_DT_CA_Morro Bay_93442-1937,DT,Outbound,DTR_SVC,Peak_2021,ST_3246_DT_CA_Morro Bay_93442-1937,2059,Yes
ST_32471_FD_MD_Elkton_21921,FD,Outbound,FDS_SVC,Peak_2021,ST_32471_FD_MD_Elkton_21921,1199,Yes
ST_32473_FD_NY_Bronx_10453,FD,Outbound,FDS_SVC,Peak_2021,ST_32473_FD_NY_Bronx_10453,1470,Yes
ST_32475_FD_TX_Euless_76039,FD,Outbound,FDS_SVC,Peak_2021,ST_32475_FD_TX_Euless_76039,2077,Yes
