DemandRegion,Product,ShipmentSize,ServiceLevel,Period,DemandBundle,AmountDemanded,SolverInclude
ST_23773_FD_NY_ROCHESTER_14621-1902,FD,Outbound,FDS_SVC,Peak_2021,ST_23773_FD_NY_ROCHESTER_14621-1902,1010,Yes
ST_23774_FD_TX_BELLVILLE_77418-1350,FD,Outbound,FDS_SVC,Peak_2021,ST_23774_FD_TX_BELLVILLE_77418-1350,806,Yes
ST_23775_FD_TX_FRANKSTON_75763-4014,FD,Outbound,FDS_SVC,Peak_2021,ST_23775_FD_TX_FRANKSTON_75763-4014,620,Yes
ST_23776_FD_NC_Henderson_27536,FD,Outbound,FDS_SVC,Peak_2021,ST_23776_FD_NC_Henderson_27536,1278,Yes
ST_23777_FD_TX_HOUSTON_77072-2206,FD,Outbound,FDS_SVC,Peak_2021,ST_23777_FD_TX_HOUSTON_77072-2206,913,Yes
ST_23778_FD_OH_EAST PALESTINE_44413-2049,FD,Outbound,FDS_SVC,Peak_2021,ST_23778_FD_OH_EAST PALESTINE_44413-2049,670,Yes
ST_23779_FD_PA_ERIE_16507-1808,FD,Outbound,FDS_SVC,Peak_2021,ST_23779_FD_PA_ERIE_16507-1808,726,Yes
ST_2377_DT_TX_Burleson_76028-5851,DT,Outbound,DTR_SVC,Peak_2021,ST_2377_DT_TX_Burleson_76028-5851,3284,Yes
ST_23780_FD_PA_OLYPHANT_18447-1521,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23780_FD_PA_OLYPHANT_18447-1521,171,Yes
ST_23780_FD_PA_OLYPHANT_18447-1521,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23780_FD_PA_OLYPHANT_18447-1521,478,Yes
ST_23781_FD_KY_LUDLOW_41016,FD,Outbound,FDS_SVC,Peak_2021,ST_23781_FD_KY_LUDLOW_41016,1141,Yes
ST_23782_FD_AR_PINE BLUFF_71602-4013,FD,Outbound,FDS_SVC,Peak_2021,ST_23782_FD_AR_PINE BLUFF_71602-4013,1122,Yes
ST_23786_FD_OH_DAYTON_45403-2020,FD,Outbound,FDS_SVC,Peak_2021,ST_23786_FD_OH_DAYTON_45403-2020,1340,Yes
ST_23788_FD_WV_Belington_26250-9699,FD,Outbound,FDS_SVC,Peak_2021,ST_23788_FD_WV_Belington_26250-9699,865,Yes
ST_23789_FD_OK_OKLAHOMA CITY_73111-7050,FD,Outbound,FDS_SVC,Peak_2021,ST_23789_FD_OK_OKLAHOMA CITY_73111-7050,1040,Yes
ST_2378_DT_OR_Hillsboro_97124-5975,DT,Outbound,DTR_SVC,Peak_2021,ST_2378_DT_OR_Hillsboro_97124-5975,1451,Yes
ST_23790_FD_AR_TEXARKANA_71854-5107,FD,Outbound,FDS_SVC,Peak_2021,ST_23790_FD_AR_TEXARKANA_71854-5107,920,Yes
ST_23791_FD_TX_IRVING_75062-5436,FD,Outbound,FDS_SVC,Peak_2021,ST_23791_FD_TX_IRVING_75062-5436,1266,Yes
ST_23792_FD_WV_PRINCETON_24740-2435,FD,Outbound,FDS_SVC,Peak_2021,ST_23792_FD_WV_PRINCETON_24740-2435,692,Yes
ST_23793_FD_OH_TOLEDO_43613-4224,FD,Outbound,FDS_SVC,Peak_2021,ST_23793_FD_OH_TOLEDO_43613-4224,1038,Yes
ST_23794_FD_WI_MILWAUKEE_53223-6102,FD,Outbound,FDS_SVC,Peak_2021,ST_23794_FD_WI_MILWAUKEE_53223-6102,1395,Yes
ST_23796_FD_MI_FREMONT_49412-1451,FD,Outbound,FDS_SVC,Peak_2021,ST_23796_FD_MI_FREMONT_49412-1451,805,Yes
ST_23797_FD_TX_DALLAS_75224-3809,FD,Outbound,FDS_SVC,Peak_2021,ST_23797_FD_TX_DALLAS_75224-3809,1430,Yes
ST_23798_FD_OK_OKLAHOMA CITY_73106-6810,FD,Outbound,FDS_SVC,Peak_2021,ST_23798_FD_OK_OKLAHOMA CITY_73106-6810,914,Yes
ST_2379_DT_IL_Bloomington_61704-7105,DT,Outbound,DTR_SVC,Peak_2021,ST_2379_DT_IL_Bloomington_61704-7105,1275,Yes
ST_237_DT_VA_Fairfax_22031-4031,DT,Outbound,DTR_SVC,Peak_2021,ST_237_DT_VA_Fairfax_22031-4031,2506,Yes
ST_23800_FD_WI_Appleton_54914-3509,FD,Outbound,FDS_SVC,Peak_2021,ST_23800_FD_WI_Appleton_54914-3509,739,Yes
ST_23801_FD_PA_ELLWOOD CITY_16117,FD,Outbound,FDS_SVC,Peak_2021,ST_23801_FD_PA_ELLWOOD CITY_16117,604,Yes
ST_23802_FD_TX_ARANSAS PASS_78336-4704,FD,Outbound,FDS_SVC,Peak_2021,ST_23802_FD_TX_ARANSAS PASS_78336-4704,496,Yes
ST_23803_FD_TX_PLEASANTON_78064-2217,FD,Outbound,FDS_SVC,Peak_2021,ST_23803_FD_TX_PLEASANTON_78064-2217,753,Yes
ST_23804_FD_MD_REISTERSTOWN_21136-2321,FD,Outbound,FDS_SVC,Peak_2021,ST_23804_FD_MD_REISTERSTOWN_21136-2321,735,Yes
ST_23805_FD_TX_DALLAS_75233-1106,FD,Outbound,FDS_SVC,Peak_2021,ST_23805_FD_TX_DALLAS_75233-1106,1877,Yes
ST_23808_FD_IN_N VERNON_47265-7478,FD,Outbound,FDS_SVC,Peak_2021,ST_23808_FD_IN_N VERNON_47265-7478,887,Yes
ST_2380_DT_NC_Zebulon_27597-2510,DT,Outbound,DTR_SVC,Peak_2021,ST_2380_DT_NC_Zebulon_27597-2510,3378,Yes
ST_23812_FD_AL_TUSCALOOSA_35401-2632,FD,Outbound,FDS_SVC,Peak_2021,ST_23812_FD_AL_TUSCALOOSA_35401-2632,946,Yes
ST_23813_FD_NY_YONKERS_10705-2049,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23813_FD_NY_YONKERS_10705-2049,338,Yes
ST_23813_FD_NY_YONKERS_10705-2049,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23813_FD_NY_YONKERS_10705-2049,1050,Yes
ST_23815_FD_NH_Lancaster_03584-3034,FD,Outbound,FDS_SVC,Peak_2021,ST_23815_FD_NH_Lancaster_03584-3034,1097,Yes
ST_23816_FD_TX_GROVES_77619-3127,FD,Outbound,FDS_SVC,Peak_2021,ST_23816_FD_TX_GROVES_77619-3127,619,Yes
ST_23818_FD_SC_West Columbia_29169-5351,FD,Outbound,FDS_SVC,Peak_2021,ST_23818_FD_SC_West Columbia_29169-5351,932,Yes
ST_23819_FD_NY_BINGHAMTON_13903,FD,Outbound,FDS_SVC,Peak_2021,ST_23819_FD_NY_BINGHAMTON_13903,1262,Yes
ST_2381_DT_KS_Great Bend_67530,DT,Outbound,DTR_SVC,Peak_2021,ST_2381_DT_KS_Great Bend_67530,1185,Yes
ST_23820_FD_OH_CINCINNATI_45211-7927,FD,Outbound,FDS_SVC,Peak_2021,ST_23820_FD_OH_CINCINNATI_45211-7927,1525,Yes
ST_23821_FD_FL_TAMPA_33604-5253,FD,Outbound,FDS_SVC,Peak_2021,ST_23821_FD_FL_TAMPA_33604-5253,916,Yes
ST_23822_FD_NY_Utica_13501-5628,FD,Outbound,FDS_SVC,Peak_2021,ST_23822_FD_NY_Utica_13501-5628,1707,Yes
ST_23823_FD_VA_CULPEPER_22701-3833,FD,Outbound,FDS_SVC,Peak_2021,ST_23823_FD_VA_CULPEPER_22701-3833,647,Yes
ST_23824_FD_MO_ST LOUIS_63137-1935,FD,Outbound,FDS_SVC,Peak_2021,ST_23824_FD_MO_ST LOUIS_63137-1935,2260,Yes
ST_23825_FD_NY_HILTON_14468-1512,FD,Outbound,FDS_SVC,Peak_2021,ST_23825_FD_NY_HILTON_14468-1512,1012,Yes
ST_23827_FD_TN_PORTLAND_37148-1702,FD,Outbound,FDS_SVC,Peak_2021,ST_23827_FD_TN_PORTLAND_37148-1702,534,Yes
ST_23828_FD_TX_DEKALB_75559-1420,FD,Outbound,FDS_SVC,Peak_2021,ST_23828_FD_TX_DEKALB_75559-1420,529,Yes
ST_23829_FD_FL_HIALEAH_33010-3767,FD,Outbound,FDS_SVC,Peak_2021,ST_23829_FD_FL_HIALEAH_33010-3767,1286,Yes
ST_23830_FD_TX_HUMBLE_77338-4308,FD,Outbound,FDS_SVC,Peak_2021,ST_23830_FD_TX_HUMBLE_77338-4308,967,Yes
ST_23831_FD_TX_PEARSALL_78061-3407,FD,Outbound,FDS_SVC,Peak_2021,ST_23831_FD_TX_PEARSALL_78061-3407,808,Yes
ST_23833_FD_IN_Demotte_46310-9401,FD,Outbound,FDS_SVC,Peak_2021,ST_23833_FD_IN_Demotte_46310-9401,1902,Yes
ST_23834_FD_TX_AUSTIN_78704-5529,FD,Outbound,FDS_SVC,Peak_2021,ST_23834_FD_TX_AUSTIN_78704-5529,625,Yes
ST_23837_FD_MA_ROCKLAND_02370-1935,FD,Outbound,FDS_SVC,Peak_2021,ST_23837_FD_MA_ROCKLAND_02370-1935,1032,Yes
ST_23839_FD_TX_TEXARKANA_75501-7905,FD,Outbound,FDS_SVC,Peak_2021,ST_23839_FD_TX_TEXARKANA_75501-7905,624,Yes
ST_2383_DT_TX_Granbury_76048-1462,DT,Outbound,DTR_SVC,Peak_2021,ST_2383_DT_TX_Granbury_76048-1462,1835,Yes
ST_23840_FD_AL_MOBILE_36619-1976,FD,Outbound,FDS_SVC,Peak_2021,ST_23840_FD_AL_MOBILE_36619-1976,447,Yes
ST_23842_FD_IN_LAWRENCEBURG_47025-1139,FD,Outbound,FDS_SVC,Peak_2021,ST_23842_FD_IN_LAWRENCEBURG_47025-1139,815,Yes
ST_23843_FD_NC_CHARLOTTE_28217-4123,FD,Outbound,FDS_SVC,Peak_2021,ST_23843_FD_NC_CHARLOTTE_28217-4123,1196,Yes
ST_23844_FD_IN_MARION_46953-4031,FD,Outbound,FDS_SVC,Peak_2021,ST_23844_FD_IN_MARION_46953-4031,1095,Yes
ST_23845_FD_NY_BUFFALO_14216-1526,FD,Outbound,FDS_SVC,Peak_2021,ST_23845_FD_NY_BUFFALO_14216-1526,1041,Yes
ST_23847_FD_PA_ALLENTOWN_18103-3813,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23847_FD_PA_ALLENTOWN_18103-3813,208,Yes
ST_23847_FD_PA_ALLENTOWN_18103-3813,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23847_FD_PA_ALLENTOWN_18103-3813,683,Yes
ST_23848_FD_MI_HOLLY_48442-1140,FD,Outbound,FDS_SVC,Peak_2021,ST_23848_FD_MI_HOLLY_48442-1140,934,Yes
ST_23849_FD_KY_ASHLAND_41101-4009,FD,Outbound,FDS_SVC,Peak_2021,ST_23849_FD_KY_ASHLAND_41101-4009,836,Yes
ST_2384_DT_SD_Mitchell_57301,DT,Outbound,DTR_SVC,Peak_2021,ST_2384_DT_SD_Mitchell_57301,1390,Yes
ST_23851_FD_NC_WHITTIER_28789,FD,Outbound,FDS_SVC,Peak_2021,ST_23851_FD_NC_WHITTIER_28789,1577,Yes
ST_23852_FD_TX_FORT WORTH_76111-6600,FD,Outbound,FDS_SVC,Peak_2021,ST_23852_FD_TX_FORT WORTH_76111-6600,737,Yes
ST_23853_FD_TX_EL PASO_79915-1423,FD,Outbound,FDS_SVC,Peak_2021,ST_23853_FD_TX_EL PASO_79915-1423,714,Yes
ST_23854_FD_GA_Augusta_30906-5168,FD,Outbound,FDS_SVC,Peak_2021,ST_23854_FD_GA_Augusta_30906-5168,1086,Yes
ST_23856_FD_PA_Hawley_18428,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23856_FD_PA_Hawley_18428,142,Yes
ST_23856_FD_PA_Hawley_18428,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23856_FD_PA_Hawley_18428,598,Yes
ST_23857_FD_NC_WINSTON -SALEM_27103-3851,FD,Outbound,FDS_SVC,Peak_2021,ST_23857_FD_NC_WINSTON -SALEM_27103-3851,789,Yes
ST_23858_FD_OH_LIMA_45801-2837,FD,Outbound,FDS_SVC,Peak_2021,ST_23858_FD_OH_LIMA_45801-2837,550,Yes
ST_23859_FD_CO_STERLING_80751-2768,FD,Outbound,FDS_SVC,Peak_2021,ST_23859_FD_CO_STERLING_80751-2768,740,Yes
ST_2385_DT_NE_Columbus_68601-2633,DT,Outbound,DTR_SVC,Peak_2021,ST_2385_DT_NE_Columbus_68601-2633,1335,Yes
ST_23860_FD_TX_COPPERAS COVE_76522-2830,FD,Outbound,FDS_SVC,Peak_2021,ST_23860_FD_TX_COPPERAS COVE_76522-2830,898,Yes
ST_23862_FD_NY_DELHI_13753-1121,FD,Outbound,FDS_SVC,Peak_2021,ST_23862_FD_NY_DELHI_13753-1121,837,Yes
ST_23868_FD_TX_Crosby_77532,FD,Outbound,FDS_SVC,Peak_2021,ST_23868_FD_TX_Crosby_77532,878,Yes
ST_23869_FD_VA_WINCHESTER_22601-5911,FD,Outbound,FDS_SVC,Peak_2021,ST_23869_FD_VA_WINCHESTER_22601-5911,1386,Yes
ST_23870_FD_LA_BROUSSARD_70518-5092,FD,Outbound,FDS_SVC,Peak_2021,ST_23870_FD_LA_BROUSSARD_70518-5092,537,Yes
ST_23871_FD_MD_SALISBURY_21801-5813,FD,Outbound,FDS_SVC,Peak_2021,ST_23871_FD_MD_SALISBURY_21801-5813,801,Yes
ST_23873_FD_CT_WINDSOR LOCKS_6096,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23873_FD_CT_WINDSOR LOCKS_6096,161,Yes
ST_23873_FD_CT_WINDSOR LOCKS_6096,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23873_FD_CT_WINDSOR LOCKS_6096,464,Yes
ST_23876_FD_NY_WATERTOWN_13601,FD,Outbound,FDS_SVC,Peak_2021,ST_23876_FD_NY_WATERTOWN_13601,630,Yes
ST_23877_FD_LA_SULPHUR_70663-4906,FD,Outbound,FDS_SVC,Peak_2021,ST_23877_FD_LA_SULPHUR_70663-4906,606,Yes
ST_2387_DT_WA_Yakima_98902-5522,DT,Outbound,DTR_SVC,Peak_2021,ST_2387_DT_WA_Yakima_98902-5522,3185,Yes
ST_23880_FD_AZ_Lakeside_85929,FD,Outbound,FDS_SVC,Peak_2021,ST_23880_FD_AZ_Lakeside_85929,973,Yes
ST_23882_FD_MI_HOLT_48842-2143,FD,Outbound,FDS_SVC,Peak_2021,ST_23882_FD_MI_HOLT_48842-2143,818,Yes
ST_23883_FD_NY_PLATTSBURGH_12901-3873,FD,Outbound,FDS_SVC,Peak_2021,ST_23883_FD_NY_PLATTSBURGH_12901-3873,968,Yes
ST_23884_FD_FL_TAMPA_33603-4146,FD,Outbound,FDS_SVC,Peak_2021,ST_23884_FD_FL_TAMPA_33603-4146,1232,Yes
ST_23885_FD_OK_DUNCAN_73533-7024,FD,Outbound,FDS_SVC,Peak_2021,ST_23885_FD_OK_DUNCAN_73533-7024,1113,Yes
ST_23889_FD_IN_CORYDON_47112,FD,Outbound,FDS_SVC,Peak_2021,ST_23889_FD_IN_CORYDON_47112,738,Yes
ST_2388_DT_PA_Ephrata_17522-1652,DT_Bulk_HV,Outbound,DTR_SVC,Peak_2021,ST_2388_DT_PA_Ephrata_17522-1652,657,Yes
ST_2388_DT_PA_Ephrata_17522-1652,DT_Bulk_Non-HV,Outbound,DTR_SVC,Peak_2021,ST_2388_DT_PA_Ephrata_17522-1652,2054,Yes
ST_23891_FD_GA_NORCROSS_30093-1515,FD,Outbound,FDS_SVC,Peak_2021,ST_23891_FD_GA_NORCROSS_30093-1515,740,Yes
ST_23893_FD_MI_HANCOCK_49930,FD,Outbound,FDS_SVC,Peak_2021,ST_23893_FD_MI_HANCOCK_49930,574,Yes
ST_23895_FD_IL_CHICAGO_60621-1811,FD,Outbound,FDS_SVC,Peak_2021,ST_23895_FD_IL_CHICAGO_60621-1811,1731,Yes
ST_23897_FD_GA_KINGSLAND_31548,FD,Outbound,FDS_SVC,Peak_2021,ST_23897_FD_GA_KINGSLAND_31548,808,Yes
ST_23898_FD_NJ_PERTH AMBOY_08861-4312,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23898_FD_NJ_PERTH AMBOY_08861-4312,461,Yes
ST_23898_FD_NJ_PERTH AMBOY_08861-4312,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23898_FD_NJ_PERTH AMBOY_08861-4312,1279,Yes
ST_2389_DT_IN_Shelbyville_46176,DT,Outbound,DTR_SVC,Peak_2021,ST_2389_DT_IN_Shelbyville_46176,2102,Yes
ST_238_DT_NC_Charlotte_28212-2645,DT,Outbound,DTR_SVC,Peak_2021,ST_238_DT_NC_Charlotte_28212-2645,2641,Yes
ST_23900_FD_CO_DENVER_80222-3509,FD,Outbound,FDS_SVC,Peak_2021,ST_23900_FD_CO_DENVER_80222-3509,709,Yes
ST_23901_FD_RI_CRANSTON_02907-3500,FD,Outbound,FDS_SVC,Peak_2021,ST_23901_FD_RI_CRANSTON_02907-3500,1007,Yes
ST_23904_FD_NY_OGDENSBURG_13669-3814,FD,Outbound,FDS_SVC,Peak_2021,ST_23904_FD_NY_OGDENSBURG_13669-3814,702,Yes
ST_23908_FD_MI_BRIDGEPORT_48722-9630,FD,Outbound,FDS_SVC,Peak_2021,ST_23908_FD_MI_BRIDGEPORT_48722-9630,716,Yes
ST_2390_DT_OH_Vandalia_45377-9462,DT,Outbound,DTR_SVC,Peak_2021,ST_2390_DT_OH_Vandalia_45377-9462,1087,Yes
ST_23911_FD_VA_CULPEPER_22701-2340,FD,Outbound,FDS_SVC,Peak_2021,ST_23911_FD_VA_CULPEPER_22701-2340,1072,Yes
ST_23914_FD_AZ_Mesa_85210-5345,FD,Outbound,FDS_SVC,Peak_2021,ST_23914_FD_AZ_Mesa_85210-5345,804,Yes
ST_23915_FD_WI_SEYMOUR_54165-1659,FD,Outbound,FDS_SVC,Peak_2021,ST_23915_FD_WI_SEYMOUR_54165-1659,742,Yes
ST_23919_FD_TX_SOCORRO_79927-4650,FD,Outbound,FDS_SVC,Peak_2021,ST_23919_FD_TX_SOCORRO_79927-4650,996,Yes
ST_2391_DT_MN_Rochester_55901-0123,DT,Outbound,DTR_SVC,Peak_2021,ST_2391_DT_MN_Rochester_55901-0123,2008,Yes
ST_23920_FD_AR_FORT SMITH_72904-6536,FD,Outbound,FDS_SVC,Peak_2021,ST_23920_FD_AR_FORT SMITH_72904-6536,547,Yes
ST_23921_FD_MS_JACKSON_39209-7029,FD,Outbound,FDS_SVC,Peak_2021,ST_23921_FD_MS_JACKSON_39209-7029,1178,Yes
ST_23922_FD_LA_Baton Rouge_70806-5717,FD,Outbound,FDS_SVC,Peak_2021,ST_23922_FD_LA_Baton Rouge_70806-5717,1540,Yes
ST_23923_FD_TX_MOUNT PLEASANT_75455-2446,FD,Outbound,FDS_SVC,Peak_2021,ST_23923_FD_TX_MOUNT PLEASANT_75455-2446,630,Yes
ST_23926_FD_TX_ARLINGTON_76010-4105,FD,Outbound,FDS_SVC,Peak_2021,ST_23926_FD_TX_ARLINGTON_76010-4105,753,Yes
ST_23928_FD_NJ_BAYVILLE_08721-1877,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23928_FD_NJ_BAYVILLE_08721-1877,105,Yes
ST_23928_FD_NJ_BAYVILLE_08721-1877,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23928_FD_NJ_BAYVILLE_08721-1877,365,Yes
ST_23929_FD_MO_JEFFERSON CITY_65101-3451,FD,Outbound,FDS_SVC,Peak_2021,ST_23929_FD_MO_JEFFERSON CITY_65101-3451,866,Yes
ST_2392_DT_AR_Fayetteville_72701-7698,DT,Outbound,DTR_SVC,Peak_2021,ST_2392_DT_AR_Fayetteville_72701-7698,2066,Yes
ST_23930_FD_OH_WARRENSVILL HTS_44128-5137,FD,Outbound,FDS_SVC,Peak_2021,ST_23930_FD_OH_WARRENSVILL HTS_44128-5137,1060,Yes
ST_23931_FD_LA_HAUGHTON_71037-9424,FD,Outbound,FDS_SVC,Peak_2021,ST_23931_FD_LA_HAUGHTON_71037-9424,1470,Yes
ST_23933_FD_FL_LONGWOOD_32750,FD,Outbound,FDS_SVC,Peak_2021,ST_23933_FD_FL_LONGWOOD_32750,1060,Yes
ST_23934_FD_NY_STATEN ISLAND_10305-1708,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23934_FD_NY_STATEN ISLAND_10305-1708,598,Yes
ST_23934_FD_NY_STATEN ISLAND_10305-1708,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23934_FD_NY_STATEN ISLAND_10305-1708,1446,Yes
ST_23935_FD_AZ_NOGALES_85621-2735,FD,Outbound,FDS_SVC,Peak_2021,ST_23935_FD_AZ_NOGALES_85621-2735,1122,Yes
ST_23936_FD_LA_RAYVILLE_71269-5516,FD,Outbound,FDS_SVC,Peak_2021,ST_23936_FD_LA_RAYVILLE_71269-5516,960,Yes
ST_23937_FD_NC_GREENSBORO_27401-4813,FD,Outbound,FDS_SVC,Peak_2021,ST_23937_FD_NC_GREENSBORO_27401-4813,1480,Yes
ST_23938_FD_TX_MESQUITE_75150-4684,FD,Outbound,FDS_SVC,Peak_2021,ST_23938_FD_TX_MESQUITE_75150-4684,914,Yes
ST_23939_FD_AZ_SHOW LOW_85901-4839,FD,Outbound,FDS_SVC,Peak_2021,ST_23939_FD_AZ_SHOW LOW_85901-4839,928,Yes
ST_2393_DT_WA_Clarkston_99403-1929,DT,Outbound,DTR_SVC,Peak_2021,ST_2393_DT_WA_Clarkston_99403-1929,2264,Yes
ST_23940_FD_IN_INDIANAPOLIS_46219-1948,FD,Outbound,FDS_SVC,Peak_2021,ST_23940_FD_IN_INDIANAPOLIS_46219-1948,1565,Yes
ST_23944_FD_OK_OKLAHOMA CITY_73107-5712,FD,Outbound,FDS_SVC,Peak_2021,ST_23944_FD_OK_OKLAHOMA CITY_73107-5712,720,Yes
ST_23949_FD_NY_BUFFALO_14207-2063,FD,Outbound,FDS_SVC,Peak_2021,ST_23949_FD_NY_BUFFALO_14207-2063,1474,Yes
ST_2394_DT_NE_North Platte_69101-7796,DT,Outbound,DTR_SVC,Peak_2021,ST_2394_DT_NE_North Platte_69101-7796,1572,Yes
ST_23951_FD_LA_PEARL RIVER_70452-3600,FD,Outbound,FDS_SVC,Peak_2021,ST_23951_FD_LA_PEARL RIVER_70452-3600,738,Yes
ST_23956_FD_AR_WALNUT RIDGE_72476-2637,FD,Outbound,FDS_SVC,Peak_2021,ST_23956_FD_AR_WALNUT RIDGE_72476-2637,641,Yes
ST_23958_FD_LA_Logansport_71049,FD,Outbound,FDS_SVC,Peak_2021,ST_23958_FD_LA_Logansport_71049,1056,Yes
ST_23959_FD_CT_NEW LONDON_06320-3414,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23959_FD_CT_NEW LONDON_06320-3414,356,Yes
ST_23959_FD_CT_NEW LONDON_06320-3414,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23959_FD_CT_NEW LONDON_06320-3414,1085,Yes
ST_2395_DT_AL_Trussville_35173-1418,DT,Outbound,DTR_SVC,Peak_2021,ST_2395_DT_AL_Trussville_35173-1418,1797,Yes
ST_23961_FD_PA_SPRING GROVE_17362-1122,FD,Outbound,FDS_SVC,Peak_2021,ST_23961_FD_PA_SPRING GROVE_17362-1122,508,Yes
ST_23963_FD_MD_Baltimore_21220-4814,FD,Outbound,FDS_SVC,Peak_2021,ST_23963_FD_MD_Baltimore_21220-4814,910,Yes
ST_23964_FD_FL_PENSACOLA_32514,FD,Outbound,FDS_SVC,Peak_2021,ST_23964_FD_FL_PENSACOLA_32514,568,Yes
ST_23965_FD_TN_WHITWELL_37397,FD,Outbound,FDS_SVC,Peak_2021,ST_23965_FD_TN_WHITWELL_37397,861,Yes
ST_23966_FD_NJ_MIDDLETOWN_07748-5245,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23966_FD_NJ_MIDDLETOWN_07748-5245,536,Yes
ST_23966_FD_NJ_MIDDLETOWN_07748-5245,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23966_FD_NJ_MIDDLETOWN_07748-5245,1244,Yes
ST_23967_FD_OH_TOLEDO_43615-4755,FD,Outbound,FDS_SVC,Peak_2021,ST_23967_FD_OH_TOLEDO_43615-4755,747,Yes
ST_23968_FD_LA_STONEWALL_71078-9596,FD,Outbound,FDS_SVC,Peak_2021,ST_23968_FD_LA_STONEWALL_71078-9596,1062,Yes
ST_23969_FD_TX_KILLEEN_76543-4374,FD,Outbound,FDS_SVC,Peak_2021,ST_23969_FD_TX_KILLEEN_76543-4374,985,Yes
ST_2396_DT_MN_Little Canada_55113-2282,DT,Outbound,DTR_SVC,Peak_2021,ST_2396_DT_MN_Little Canada_55113-2282,1750,Yes
ST_23970_FD_TX_WAXAHACHIE_75165-3344,FD,Outbound,FDS_SVC,Peak_2021,ST_23970_FD_TX_WAXAHACHIE_75165-3344,1282,Yes
ST_23971_FD_OH_ZANESVILLE_43701-2874,FD,Outbound,FDS_SVC,Peak_2021,ST_23971_FD_OH_ZANESVILLE_43701-2874,941,Yes
ST_23972_FD_SC_Myrtle Beach_29588-6132,FD,Outbound,FDS_SVC,Peak_2021,ST_23972_FD_SC_Myrtle Beach_29588-6132,984,Yes
ST_23973_FD_KY_PADUCAH_42001-3743,FD,Outbound,FDS_SVC,Peak_2021,ST_23973_FD_KY_PADUCAH_42001-3743,617,Yes
ST_23975_FD_OH_DELPHOS_45833-1777,FD,Outbound,FDS_SVC,Peak_2021,ST_23975_FD_OH_DELPHOS_45833-1777,800,Yes
ST_23976_FD_WI_LITTLE CHUTE_54140-2454,FD,Outbound,FDS_SVC,Peak_2021,ST_23976_FD_WI_LITTLE CHUTE_54140-2454,563,Yes
ST_2397_DT_MO_St. Joseph_64503-1563,DT,Outbound,DTR_SVC,Peak_2021,ST_2397_DT_MO_St. Joseph_64503-1563,1926,Yes
ST_23980_FD_OH_COLUMBUS_43223-3219,FD,Outbound,FDS_SVC,Peak_2021,ST_23980_FD_OH_COLUMBUS_43223-3219,967,Yes
ST_23983_FD_GA_ROCKY FACE_30740-8520,FD,Outbound,FDS_SVC,Peak_2021,ST_23983_FD_GA_ROCKY FACE_30740-8520,591,Yes
ST_23985_FD_AL_BIRMINGHAM_35211-3360,FD,Outbound,FDS_SVC,Peak_2021,ST_23985_FD_AL_BIRMINGHAM_35211-3360,943,Yes
ST_23986_FD_OH_WELLSVILLE_43968-1278,FD,Outbound,FDS_SVC,Peak_2021,ST_23986_FD_OH_WELLSVILLE_43968-1278,641,Yes
ST_23988_FD_LA_Plaquemine_70764,FD,Outbound,FDS_SVC,Peak_2021,ST_23988_FD_LA_Plaquemine_70764,999,Yes
ST_2398_DT_AL_Pell City_35125-7809,DT,Outbound,DTR_SVC,Peak_2021,ST_2398_DT_AL_Pell City_35125-7809,1845,Yes
ST_23990_FD_OH_TOLEDO_43611-1431,FD,Outbound,FDS_SVC,Peak_2021,ST_23990_FD_OH_TOLEDO_43611-1431,656,Yes
ST_23991_FD_MA_BROCKTON_02301-1354,FD,Outbound,FDS_SVC,Peak_2021,ST_23991_FD_MA_BROCKTON_02301-1354,1390,Yes
ST_23992_FD_NY_PEEKSKILL_10566-1847,FD_Bulk_HV,Outbound,FDS_SVC,Peak_2021,ST_23992_FD_NY_PEEKSKILL_10566-1847,254,Yes
ST_23992_FD_NY_PEEKSKILL_10566-1847,FD_NHVRPCK,Outbound,FDS_SVC,Peak_2021,ST_23992_FD_NY_PEEKSKILL_10566-1847,757,Yes
